"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 16 15:32:52 UTC 2025","Tue Sep 16 15:32:52 UTC 2025","222","casatasks","test_task_deconvolve","test_mtmfsimgval","","","test_mtmfsimgval_axesmismatch_residual"," [mtmfsimgval] test_mtmfsimgval_axesmismatch_residual "
"passed","Tue Sep 16 14:58:41 UTC 2025","Tue Sep 16 14:58:41 UTC 2025","11","casatools","test_tool_msmetadata","msmetadata_test","","","test_nstates"," Test nstates()"
"passed","Tue Sep 16 17:27:14 UTC 2025","Tue Sep 16 17:27:14 UTC 2025","105","casatasks","test_task_sdsidebandsplit","standardTestCase","","","test_overwrite","overwrite = True."
"passed","Tue Sep 16 17:52:47 UTC 2025","Tue Sep 16 17:52:53 UTC 2025","5528","casatasks","test_task_tclean","test_cube","","","test_cube_14"," [cube] Test_Cube_14  "
"passed","Tue Sep 16 16:27:06 UTC 2025","Tue Sep 16 16:27:06 UTC 2025","324","casatasks","test_task_initweights","initweights_tsys_map","","","testTsysMapNNSp","Test spwmap wtmode='tsys', interp='nearest,nearest', dowtsp=True"
"passed","Tue Sep 16 16:33:10 UTC 2025","Tue Sep 16 16:33:10 UTC 2025","54","casatasks","test_task_mstransform","Cleanup","","","test_runTest","mstransform: Cleanup"
"passed","Tue Sep 16 16:26:59 UTC 2025","Tue Sep 16 16:26:59 UTC 2025","45","casatasks","test_task_imval","imval_test","","","test_singlePointBottomRight","Test box seleciton at bottom right"
"passed","Tue Sep 16 15:24:05 UTC 2025","Tue Sep 16 15:24:05 UTC 2025","168","casatasks","test_task_deconvolve","test_iterbot","","","test_iterbot_threshold_str"," [iterbot] test_iterbot_threshold_str "
"skipped","Tue Sep 16 16:43:52 UTC 2025","Tue Sep 16 16:43:52 UTC 2025","0","casatasks","test_task_plotbandpass","plotbandpass_3_test","","","test_uid___A002_X61d35c_X4f_regression84","test_plotbandpass: test_uid___A002_X61d35c_X4f_regression84"
"passed","Tue Sep 16 15:57:48 UTC 2025","Tue Sep 16 15:57:49 UTC 2025","1053","casatasks","test_task_imbaseline","TestImbaselineExecution","","","test_imbaseline_execution_auto_poly_boxcar_gaussian","TestImbaselineExecution method No.008 [maskmode=auto, blfunc=poly, dirkernel=boxcar, spkernel=gaussian]"
"passed","Tue Sep 16 15:03:02 UTC 2025","Tue Sep 16 15:03:02 UTC 2025","57","casatools","test_tool_table","TableRowTest","","","test_all_rows",""
"passed","Tue Sep 16 15:45:24 UTC 2025","Tue Sep 16 15:45:25 UTC 2025","1034","casatasks","test_task_flagdata","test_list_file","","","test_file_summary2","flagdata: compare summaries from a list with individual reports"
"passed","Tue Sep 16 15:45:20 UTC 2025","Tue Sep 16 15:45:20 UTC 2025","289","casatasks","test_task_flagdata","test_list_file","","","test_file2","flagdata: only save parameters without running the tool"
"passed","Tue Sep 16 15:45:58 UTC 2025","Tue Sep 16 15:45:59 UTC 2025","425","casatasks","test_task_flagdata","test_bandpass","","","test_cal_time_corr","Flagdata: select a timerange for one solution"
"passed","Tue Sep 16 15:19:17 UTC 2025","Tue Sep 16 15:19:19 UTC 2025","1353","casatasks","test_task_cvel","cvel_test","","","test25","Cvel 25: SMA input MS, 24 spws to combine, optical velocity mode, 40 output channels"
"passed","Tue Sep 16 17:04:09 UTC 2025","Tue Sep 16 17:04:28 UTC 2025","18168","casatasks","test_task_sdgaincal","sdgaincal_const_test","","","test_const02","test_const02: valid caltable is created. gain factor is all 1.0."
"passed","Wed Sep 17 11:22:47 UTC 2025","Wed Sep 17 11:23:51 UTC 2025","63560","stakeholder","test_stk_alma_pipeline_imaging","Test_mosaic","","","test_mosaic_cube"," Mosaic cube imaging - field SMIDGE_NWCloud, spw 22 "
"passed","Tue Sep 16 15:45:57 UTC 2025","Tue Sep 16 15:45:57 UTC 2025","111","casatasks","test_task_flagdata","test_tsys","","","test_invalid_corr","Flagdata: default correlation should be REAL_ALL in this case"
"passed","Tue Sep 16 15:51:20 UTC 2025","Tue Sep 16 15:51:20 UTC 2025","582","casatasks","test_task_ft","ft_test","","","test_takesComponentList"," Test that a MODEL_DATA column is added to the MS when a component list is provided "
"passed","Tue Sep 16 17:34:14 UTC 2025","Tue Sep 16 17:34:14 UTC 2025","0","casatasks","test_task_split","split_test_sw_and_fc","","","test_rf_noavg","REF_FREQUENCY after selection, but no averaging."
"passed","Tue Sep 16 16:31:53 UTC 2025","Tue Sep 16 16:31:54 UTC 2025","1891","casatasks","test_task_mstransform","test_spectrum_transformations_useWeightSpectrum_false_vs_true","","","test_chanavg_timeavg_useWeightSpectrum_false_vs_true_corrected","Check that WEIGHT/SIGMA are generated in the same way regardless of the useWeightSpectrum parameter "
"passed","Tue Sep 16 16:18:43 UTC 2025","Tue Sep 16 16:18:51 UTC 2025","8001","casatasks","test_task_importasdm","asdm_import8","","","test_alma_numbin",""
"passed","Tue Sep 16 15:34:40 UTC 2025","Tue Sep 16 15:34:41 UTC 2025","452","casatasks","test_task_defintent","Defintent_tests","","","test_select_field"," A selection of intents to replace can be made with field "
"passed","Tue Sep 16 17:03:19 UTC 2025","Tue Sep 16 17:03:20 UTC 2025","421","casatasks","test_task_sdcal","sdcal_test_apply","","","test_apply_sky06","test_apply_sky06 --- invalid interp value."
"passed","Tue Sep 16 15:03:02 UTC 2025","Tue Sep 16 15:03:02 UTC 2025","27","casatools","test_tool_table","TableRowTest","","","test_shape","Test for valid data shape"
"passed","Tue Sep 16 15:43:29 UTC 2025","Tue Sep 16 15:43:30 UTC 2025","394","casatasks","test_task_flagcmd","test_unapply","","","test_umanualflag","flagcmd: unapply manual agent"
"passed","Tue Sep 16 16:29:17 UTC 2025","Tue Sep 16 16:29:17 UTC 2025","220","casatasks","test_task_mstransform","test_FreqAvg","","","test_freqavg4","mstranform: Average using different bins for several spws"
"passed","Tue Sep 16 17:01:28 UTC 2025","Tue Sep 16 17:01:28 UTC 2025","685","casatasks","test_task_sdbaseline","sdbaseline_outbltableTest","","","test301_uppercase_params","test301: poly/chebyshev/cspline baselining, output bltable"
"passed","Tue Sep 16 16:30:19 UTC 2025","Tue Sep 16 16:30:20 UTC 2025","1182","casatasks","test_task_mstransform","test_subtables_evla","","","test_remove_duplicates_after_combine_evla","mstransform: Check that sub-tables have no duplicates after SPW combination"
"passed","Tue Sep 16 15:17:35 UTC 2025","Tue Sep 16 15:17:35 UTC 2025","330","casatasks","test_task_concat","test_concat","","","test7","Concat 7: two MSs with different antenna table such that baseline label reversal becomes necessary"
"passed","Tue Sep 16 17:44:58 UTC 2025","Tue Sep 16 17:45:01 UTC 2025","3147","casatasks","test_task_tclean","test_multifield","","","test_multifield_both_cube"," [multifield] Test_Multifield_both_cube : Two fields, both cube"
"passed","Tue Sep 16 17:03:28 UTC 2025","Tue Sep 16 17:03:28 UTC 2025","476","casatasks","test_task_sdfit","sdfit_basicTest","","","test002","Basic Test 002: fitting with double fitrange (spw='3', nfit=[1,1])."
"passed","Tue Sep 16 16:26:58 UTC 2025","Tue Sep 16 16:26:58 UTC 2025","42","casatasks","test_task_imval","imval_test","","","test_inputChans10","Test valid channel input"
"failed","Tue Sep 16 17:34:02 UTC 2025","Tue Sep 16 17:34:02 UTC 2025","150","casatasks","test_task_splattotable","splattotable_test","","","test_exceptions","splattotable: Test various exception cases"
"passed","Tue Sep 16 15:34:58 UTC 2025","Tue Sep 16 15:35:02 UTC 2025","4340","casatasks","test_task_exportasdm","exportasdm_test","","","test3","Test 3: simulated input MS, default output"
"passed","Tue Sep 16 16:25:17 UTC 2025","Tue Sep 16 16:25:17 UTC 2025","360","casatasks","test_task_impv","impv_test","","","test_CAS_2996","ia.pv(): Test issues raised in CAS-2996"
"passed","Tue Sep 16 16:27:23 UTC 2025","Tue Sep 16 16:27:24 UTC 2025","44","casatasks","test_task_listobs","test_listobs","","","test_selectdataMS","Listobs test: Check to see if the selectdata parameter functions with a MS"
"passed","Tue Sep 16 16:25:17 UTC 2025","Tue Sep 16 16:25:17 UTC 2025","52","casatasks","test_task_impv","impv_test","","","test_center","
            test_center
            -------------
            
            Check that the center parameter can be represented in multiple ways
            TODO come back to this for the alternate coord system selecions
        "
"passed","Tue Sep 16 17:27:40 UTC 2025","Tue Sep 16 17:27:41 UTC 2025","1126","casatasks","test_task_sdtimeaverage","test_sdtimeaverage","","","test_param111","sdtimeagerage::111:: timebin=""ALL""."
"passed","Tue Sep 16 17:08:22 UTC 2025","Tue Sep 16 17:08:23 UTC 2025","403","casatasks","test_task_sdimaging","sdimaging_test_polflag","","","test_xx","Test stokes='XX' (flagged): image weights all zero."
"passed","Tue Sep 16 16:26:59 UTC 2025","Tue Sep 16 16:26:59 UTC 2025","11","casatasks","test_task_imval","imval_test","","","test_inputStokes0","Test with 0 given as stokes value"
"passed","Tue Sep 16 14:56:56 UTC 2025","Tue Sep 16 14:56:57 UTC 2025","1097","casatools","test_tool_image_fitprofile","ia_fitprofile_test","","","test_11","test results of multi-fit gaussian triplet"
"passed","Tue Sep 16 17:48:01 UTC 2025","Tue Sep 16 17:48:31 UTC 2025","29285","casatasks","test_task_tclean","test_stokes","","","test_stokes_awp2_cube_QU"," [stokes] test_stokes_awp2_stokes_QU : cube with stokes QU"
"passed","Tue Sep 16 14:58:40 UTC 2025","Tue Sep 16 14:58:40 UTC 2025","37","casatools","test_tool_msmetadata","msmetadata_test","","","test_antennadiamter","Test msmetadata.antennadiameter"
"passed","Tue Sep 16 17:28:05 UTC 2025","Tue Sep 16 17:28:06 UTC 2025","1103","casatasks","test_task_sdtimeaverage","test_sdtimeaverage","","","test_param73","sdtimeaverage::73:: timespan=""state,scan"" (WARN) in NRO."
"passed","Tue Sep 16 16:25:31 UTC 2025","Tue Sep 16 16:25:31 UTC 2025","98","casatasks","test_task_imregrid","imregrid_test","","","test_degenerate_template_spectral_axis","Verify correct behavior for when template has a degenerate spectral axis"
"passed","Tue Sep 16 16:15:43 UTC 2025","Tue Sep 16 16:15:47 UTC 2025","3993","casatasks","test_task_importasdm","asdm_import5","","","test1_lazy1","Asdm-import: Test good v1.2 input with default filler in lazy mode, with_pointing_correction=True"
"passed","Tue Sep 16 17:08:53 UTC 2025","Tue Sep 16 17:08:53 UTC 2025","715","casatasks","test_task_sdimaging","sdimaging_ms_conformance","","","test_nowtsp1","test_nowtsp1: no WEIGHT_SPECTRUM column in the first MS"
"skipped","Tue Sep 16 16:43:52 UTC 2025","Tue Sep 16 16:43:52 UTC 2025","0","casatasks","test_task_plotbandpass","plotbandpass_2_test","","","test_b_skipspw19high_regression11","test_plotbandpass: test_b_skipspw19high_regression11"
"passed","Tue Sep 16 17:08:06 UTC 2025","Tue Sep 16 17:08:06 UTC 2025","391","casatasks","test_task_sdimaging","sdimaging_test_selection","","","test_field_value_pattern","Test field selection (field='top*')."
"passed","Tue Sep 16 16:27:23 UTC 2025","Tue Sep 16 16:27:23 UTC 2025","103","casatasks","test_task_listobs","test_listobs","","","test_overwriteTimeAvgMS","Test overwrite parameter - CAS-5203: test for time-averaged MS"
"passed","Tue Sep 16 15:24:02 UTC 2025","Tue Sep 16 15:24:05 UTC 2025","3047","casatasks","test_task_deconvolve","test_iterbot","","","test_iterbot_mfs_fullsummary_true"," [iterbot] test_iterbot_mfs_fullsummary_true "
"passed","Tue Sep 16 17:02:43 UTC 2025","Tue Sep 16 17:02:44 UTC 2025","789","casatasks","test_task_sdcal","sdcal_test","","","test03","Test03: Validation of CORRECTED_DATA = DATA X FPARAM (spwmap={1:[1], 3:[3], 5:[5], 7:[7]})."
"passed","Tue Sep 16 14:54:50 UTC 2025","Tue Sep 16 14:54:50 UTC 2025","356","casatools","test_tool_agentflagger","test_tsys","","","test_manual_field_msSelection_layer_for_tsys_CalTable","AgentFlagger:: Manually flag a Tsys-based CalTable using MSSelection for field "
"passed","Tue Sep 16 15:02:11 UTC 2025","Tue Sep 16 15:02:19 UTC 2025","8330","casatools","test_tool_sdm_toms","asdm_import8","","","test_alma_numbin",""
"passed","Tue Sep 16 17:30:06 UTC 2025","Tue Sep 16 17:30:19 UTC 2025","13176","casatasks","test_task_setjy","test_tpmAsteroid","","","test1_tpm"," Test Thermo physical models for asteroid flux densities"
"passed","Tue Sep 16 14:58:20 UTC 2025","Tue Sep 16 14:58:21 UTC 2025","1305","casatools","test_tool_ms_statwt","statwt_test","","","test_default_boundaries","Test default scan, field, etc boundaries"
"passed","Tue Sep 16 15:46:07 UTC 2025","Tue Sep 16 15:46:07 UTC 2025","84","casatasks","test_task_flagdata","test_weight_spectrum","","","test_tfcrop_weight","flagdata: datacolumn=WEIGHT_SPECTRUM, run tfcrop"
"passed","Tue Sep 16 16:50:14 UTC 2025","Tue Sep 16 16:50:14 UTC 2025","5","casatasks","test_task_plotprofilemap","plotprofilemap_test","","","test_plotmasked_invalid","test_plotmasked_invalid: unsupported plotmasked value (causes error)"
"passed","Tue Sep 16 17:52:27 UTC 2025","Tue Sep 16 17:52:33 UTC 2025","5782","casatasks","test_task_tclean","test_cube","","","test_cube_10"," [cube] Test_Cube_10  "
"passed","Tue Sep 16 14:55:30 UTC 2025","Tue Sep 16 14:55:32 UTC 2025","1779","casatools","test_tool_calibrater","calibrater_test","","","test_createEmpty"," Check that an empty cal table can be created"
"skipped","Tue Sep 16 16:50:11 UTC 2025","Tue Sep 16 16:50:11 UTC 2025","1","casatasks","test_task_plotbandpass","plotbandpass_badAntennaFilename_test","","","test_badAntennaFilename_regression112","test_plotbandpass: test_badAntennaFilename_regression112"
"passed","Tue Sep 16 17:28:47 UTC 2025","Tue Sep 16 17:28:48 UTC 2025","756","casatasks","test_task_setjy","test_newVLAmodelimages","","","test_3C48_KaBandModel",""
"passed","Tue Sep 16 14:56:53 UTC 2025","Tue Sep 16 14:56:53 UTC 2025","2","casatools","test_tool_image","ia_restoringbeam_test","","","test_replacing_largest_beam","Verify fix for CAS-12627"
"passed","Tue Sep 16 18:45:44 UTC 2025","Tue Sep 16 18:45:45 UTC 2025","422","casatasks","test_task_tsdimaging","sdimaging_test_selection","","","test_field_id_gt","Test field selection (field='>6')."
"passed","Tue Sep 16 16:08:07 UTC 2025","Tue Sep 16 16:08:07 UTC 2025","34","casatasks","test_task_imcollapse","imcollapse_test","","","test_stretch"," imcollapse: Test stretch parameter"
"passed","Tue Sep 16 16:02:05 UTC 2025","Tue Sep 16 16:02:11 UTC 2025","6414","casatasks","test_task_imbaseline","TestImbaselineExecution","","","test_imbaseline_execution_list_poly_image_none","TestImbaselineExecution method No.070 [maskmode=list, blfunc=poly, dirkernel=image, spkernel=none]"
"passed","Tue Sep 16 17:02:25 UTC 2025","Tue Sep 16 17:02:26 UTC 2025","185","casatasks","test_task_sdbaseline","sdbaseline_updateweightTest2","","","test031","updateweight=True, sigmavalue='rms', channels 4500~6500 flagged in input data"
"passed","Tue Sep 16 16:59:04 UTC 2025","Tue Sep 16 16:59:04 UTC 2025","469","casatasks","test_task_sdatmcor","test_sdatmcor","","","test_get_default_antenna","Test get_default_antenna and relevant function."
"passed","Tue Sep 16 15:10:24 UTC 2025","Tue Sep 16 15:10:38 UTC 2025","13362","casatasks","test_task_appendantab","appendantab_test","","","test_appendToExistingGainCurve"," Test that the task appends data to an existing GAIN_CURVE table "
"passed","Tue Sep 16 14:57:45 UTC 2025","Tue Sep 16 14:57:46 UTC 2025","541","casatools","test_tool_ms","mstool_test_transform","","","test_hanningsmooth","test ms.hanningsmooth"
"skipped","Tue Sep 16 17:34:03 UTC 2025","Tue Sep 16 17:34:03 UTC 2025","1","casatasks","test_task_split","split_test_tav","","","test_sts_rr","Subtables, time avg. RR"
"passed","Tue Sep 16 14:58:41 UTC 2025","Tue Sep 16 14:58:41 UTC 2025","12","casatools","test_tool_msmetadata","msmetadata_test","","","test_fieldnames",""
"passed","Tue Sep 16 15:19:34 UTC 2025","Tue Sep 16 15:19:34 UTC 2025","599","casatasks","test_task_cvel","cvel_test","","","test5","Cvel 5: I/O vis set, more complex input vis, one field selected, passall = True"
"passed","Tue Sep 16 16:11:40 UTC 2025","Tue Sep 16 16:11:41 UTC 2025","659","casatasks","test_task_immath","immath_test2","","","test_one_function","Immath: verification of fix to CAS-1452"
"passed","Tue Sep 16 15:55:57 UTC 2025","Tue Sep 16 15:55:57 UTC 2025","0","casatasks","test_task_hanningsmooth","Cleanup","","","test_runTest","hanningsmooth: Cleanup"
"passed","Tue Sep 16 15:33:02 UTC 2025","Tue Sep 16 15:33:03 UTC 2025","603","casatasks","test_task_deconvolve","test_residual_update","","","test_residual_update_clarkstokes"," [residual_update] test_residual_update_clarkstokes "
"skipped","Tue Sep 16 17:08:18 UTC 2025","Tue Sep 16 17:08:19 UTC 2025","351","casatasks","test_task_sdimaging","sdimaging_test_selection","","","test_spw_value_frequency","Test spw selection (spw='299.4~299.6GHz')."
"passed","Tue Sep 16 16:11:31 UTC 2025","Tue Sep 16 16:11:32 UTC 2025","61","casatasks","test_task_imhead","imhead_test","","","test_ncp","Test NCP projection is reported, CAS-6568"
"passed","Tue Sep 16 14:57:35 UTC 2025","Tue Sep 16 14:57:35 UTC 2025","125","casatools","test_tool_ms","mstool_test_select","","","test_selecttaql","test ms.selecttaql"
"passed","Tue Sep 16 18:43:21 UTC 2025","Tue Sep 16 18:43:21 UTC 2025","114","casatasks","test_task_tsdimaging","sdimaging_test0","","","test004","Test004: Bad antenna id."
"passed","Tue Sep 16 17:45:33 UTC 2025","Tue Sep 16 17:45:35 UTC 2025","2070","casatasks","test_task_tclean","test_multifield","","","test_multifield_return_dict_mtmfs"," [multifield] test_multifield_return_dict_mtmfs : niter=0 Return dict values, two fields, both mtmfs "
"passed","Tue Sep 16 17:02:27 UTC 2025","Tue Sep 16 17:02:28 UTC 2025","183","casatasks","test_task_sdbaseline","sdbaseline_updateweightTest2","","","test060","confirm if clipping result is used to compute weights in fit mode"
"passed","Tue Sep 16 17:54:23 UTC 2025","Tue Sep 16 17:54:29 UTC 2025","5839","casatasks","test_task_tclean","test_cube","","","test_cube_D1"," [cube] Test_Cube_D1 : specmode cubedata - No runtime doppler corrections "
"passed","Tue Sep 16 17:01:27 UTC 2025","Tue Sep 16 17:01:27 UTC 2025","25","casatasks","test_task_sdbaseline","sdbaseline_sinusoidTest","","","test128","Sinusoid Test 128: wrong fftthresh (as string '0sigma')"
"passed","Tue Sep 16 14:56:54 UTC 2025","Tue Sep 16 14:56:54 UTC 2025","241","casatools","test_tool_image_collapse","ia_collapse_test","","","test_8","ia.collapse(): test both OTF and permanent masking works"
"skipped","Tue Sep 16 16:30:56 UTC 2025","Tue Sep 16 16:30:56 UTC 2025","0","casatasks","test_task_mstransform","test_spectrum_transformations_median","","","test_timeavg_median_data","mstransform: Check that after time avg WEIGHT/SIGMA is equivalent to the median of WEIGHT_SPECTRUM/SIGMA_SPECTRUM"
"passed","Tue Sep 16 18:47:02 UTC 2025","Tue Sep 16 18:47:06 UTC 2025","3763","casatasks","test_task_tsdimaging","sdimaging_test_ephemeris","","","test_ephemeris_table",""
"passed","Tue Sep 16 16:30:38 UTC 2025","Tue Sep 16 16:30:38 UTC 2025","179","casatasks","test_task_mstransform","test_antenna_reindexing","","","test_antenna_reindexing_va0","mstransform: check reindexing when selecting a subset of the antennas"
"passed","Tue Sep 16 16:03:00 UTC 2025","Tue Sep 16 16:03:01 UTC 2025","927","casatasks","test_task_imbaseline","TestImbaselineExecution","","","test_imbaseline_execution_list_variable_boxcar_gaussian","TestImbaselineExecution method No.116 [maskmode=list, blfunc=variable, dirkernel=boxcar, spkernel=gaussian]"
"skipped","Tue Sep 16 14:59:00 UTC 2025","Tue Sep 16 14:59:00 UTC 2025","0","casatools","test_tool_sdm","SdmFrommsTest","","","test10","Test 10: ALMA input MS with pointing table and various shortcomings, default output"
"passed","Tue Sep 16 18:49:28 UTC 2025","Tue Sep 16 18:49:35 UTC 2025","6925","casatasks","test_task_visstat","visstat_test","","","test_timespan","
            test_timespan
            ------------------
            
            Test the timespan parameter
            
            Assert that all parameter settings give different results than the default output
        "
"passed","Tue Sep 16 18:48:45 UTC 2025","Tue Sep 16 18:48:47 UTC 2025","2825","casatasks","test_task_visstat","visstat_test","","","test_channelSelectFlags","Visstat 02: Check channel selections, useflags=True, reportingaxes='ddid',correlation=corr, datacolumn=data, axis=amp"
"passed","Tue Sep 16 17:27:34 UTC 2025","Tue Sep 16 17:27:35 UTC 2025","1117","casatasks","test_task_sdtimeaverage","test_sdtimeaverage","","","test_param02","sdtimeagerage::02:: timerange = """" (dafault)."
"skipped","Tue Sep 16 18:05:52 UTC 2025","Tue Sep 16 18:05:52 UTC 2025","0","casatasks","test_task_tclean","test_mask","","","test_mask_outlier"," [mask] test_mask_outlier : With outlier fields "
"passed","Tue Sep 16 14:55:16 UTC 2025","Tue Sep 16 14:55:18 UTC 2025","2093","casatools","test_tool_agentflagger","test_display","","","test_display_float_data","AgentFlagger: Select spw, display and flag single-dish MS"
"passed","Tue Sep 16 15:19:20 UTC 2025","Tue Sep 16 15:19:22 UTC 2025","1572","casatasks","test_task_cvel","cvel_test","","","test27","Cvel 27: SMA input MS, 24 spws to combine, scratch columns, no regridding"
"passed","Tue Sep 16 17:34:05 UTC 2025","Tue Sep 16 17:34:05 UTC 2025","0","casatasks","test_task_split","split_test_cav5","","","test_sigma","SIGMA[7], chan avg. without correlation selection"
"passed","Tue Sep 16 17:34:14 UTC 2025","Tue Sep 16 17:34:14 UTC 2025","0","casatasks","test_task_split","split_test_sw_and_fc","","","test_cw_wavg","CHAN_WIDTH after averaging, but no selection."
"passed","Tue Sep 16 18:47:45 UTC 2025","Tue Sep 16 18:47:45 UTC 2025","122","casatasks","test_task_uvcontsub","uvcontsub_test","","","test_fitspec_dict_fitorder1","Check different fit orders (0, 1, 2) work, when given in field/spw
        dict, and produce same results as simple command

        "
"passed","Tue Sep 16 14:57:14 UTC 2025","Tue Sep 16 14:57:15 UTC 2025","77","casatools","test_tool_image_transpose","ia_transpose_test","","","test_cas_2364","test CAS-2364 fix"
"passed","Tue Sep 16 16:33:32 UTC 2025","Tue Sep 16 16:33:33 UTC 2025","662","casatasks","test_task_mstransform_mms","test_mms_parallel","","","test_parallel3","mstransform: create MMS with scan separation and channel selections in parallel"
"passed","Tue Sep 16 14:58:40 UTC 2025","Tue Sep 16 14:58:40 UTC 2025","23","casatools","test_tool_msmetadata","msmetadata_test","","","test_bandwidths","Test bandwidths()"
"passed","Tue Sep 16 15:29:09 UTC 2025","Tue Sep 16 15:29:32 UTC 2025","23621","casatasks","test_task_deconvolve","test_mask","","","test_mask_2"," [mask] test_mask_2 "
"passed","Tue Sep 16 17:03:13 UTC 2025","Tue Sep 16 17:03:13 UTC 2025","243","casatasks","test_task_sdcal","sdcal_test_otf_ephem","","","test_otfephem02","test_otfephem02: On-the-fly application of 'otf' calibration mode for ephemeris object."
"passed","Tue Sep 16 16:11:13 UTC 2025","Tue Sep 16 16:11:14 UTC 2025","1662","casatasks","test_task_imfit","imfit_test","","","test_CAS_2999","Test multiplane fitting"
"passed","Tue Sep 16 18:44:27 UTC 2025","Tue Sep 16 18:44:30 UTC 2025","3036","casatasks","test_task_tsdimaging","sdimaging_test2","","","test202","Test 202: Selected frequency image."
"passed","Tue Sep 16 17:01:27 UTC 2025","Tue Sep 16 17:01:27 UTC 2025","24","casatasks","test_task_sdbaseline","sdbaseline_sinusoidTest","","","test132","Sinusoid Test 132: wrong fftthresh (as float -3.0)"
"passed","Tue Sep 16 17:03:32 UTC 2025","Tue Sep 16 17:03:33 UTC 2025","446","casatasks","test_task_sdfit","sdfit_selection","","","testAntennaF","Test selection by antenna (float_data)."
"passed","Tue Sep 16 16:34:54 UTC 2025","Tue Sep 16 16:35:00 UTC 2025","6330","casatasks","test_task_nrobeamaverage","test_nrobeamaverage","","","test_beam1",""
"passed","Tue Sep 16 15:46:24 UTC 2025","Tue Sep 16 15:46:24 UTC 2025","239","casatasks","test_task_flagdata","test_flags_propagation_channelavg","","","test_propagation_clip_chanbin_2"," clip, chanavg, chanbin=2, propagate flags forth and back "
"passed","Tue Sep 16 15:32:18 UTC 2025","Tue Sep 16 15:32:25 UTC 2025","7144","casatasks","test_task_deconvolve","test_multirun","","","test_multirun_mtmfsmtmfs",""" [multirun] test_multirun_mtmfsmtmfs "
"passed","Tue Sep 16 16:24:33 UTC 2025","Tue Sep 16 16:24:33 UTC 2025","2","casatasks","test_task_importuvfits","importuvfits_test","","","test_invalidinput","test_invalidinput: Tests to see if the given fits file is valid, or if given an invalid filename"
"passed","Tue Sep 16 16:00:55 UTC 2025","Tue Sep 16 16:01:01 UTC 2025","6489","casatasks","test_task_imbaseline","TestImbaselineExecution","","","test_imbaseline_execution_list_cspline_gaussian_gaussian","TestImbaselineExecution method No.089 [maskmode=list, blfunc=cspline, dirkernel=gaussian, spkernel=gaussian]"
"passed","Tue Sep 16 17:03:21 UTC 2025","Tue Sep 16 17:03:22 UTC 2025","544","casatasks","test_task_sdcal","sdcal_test_apply","","","test_apply_sky10","test_apply_sky10 --- apply data (nearest)."
"passed","Tue Sep 16 14:58:02 UTC 2025","Tue Sep 16 14:58:03 UTC 2025","465","casatools","test_tool_ms","mstool_test_fits","","","test_badscan","CAS-10054: Tests intermittent incorrect scan number in last row of single-scan dataset"
"passed","Tue Sep 16 18:26:04 UTC 2025","Tue Sep 16 18:26:18 UTC 2025","13916","casatasks","test_task_tclean","test_modelvis","","","test_modelvis_11"," [modelpredict] Test_modelvis_11 : Predict model image over channel gaps not included in imaging "
"passed","Tue Sep 16 15:59:20 UTC 2025","Tue Sep 16 15:59:27 UTC 2025","6703","casatasks","test_task_imbaseline","TestImbaselineExecution","","","test_imbaseline_execution_auto_variable_gaussian_boxcar","TestImbaselineExecution method No.054 [maskmode=auto, blfunc=variable, dirkernel=gaussian, spkernel=boxcar]"
"passed","Tue Sep 16 16:27:05 UTC 2025","Tue Sep 16 16:27:05 UTC 2025","204","casatasks","test_task_initweights","initweights_tsys_map","","","testTsysMapLC","Test spwmap wtmode='tsys', interp='linear,cspline'"
"passed","Tue Sep 16 16:28:54 UTC 2025","Tue Sep 16 16:28:54 UTC 2025","324","casatasks","test_task_mstransform","test_regridms_negative_width","","","test_regrid_channel_neg_width","mstransform: regridding in channel mode with negative width"
"passed","Tue Sep 16 16:58:32 UTC 2025","Tue Sep 16 16:58:33 UTC 2025","665","casatasks","test_task_polcal","polcal_test","","","test_posAngLin"," Test poltype PosAng and assume the correct QU "
"passed","Tue Sep 16 16:11:36 UTC 2025","Tue Sep 16 16:11:36 UTC 2025","304","casatasks","test_task_immath","immath_test1","","","test_input3","Immath 3: test good input file"
"failed","Tue Sep 16 16:40:02 UTC 2025","Tue Sep 16 16:40:21 UTC 2025","18254","casatasks","test_task_plotbandpass","plotbandpass_1_test","","","test_createImage_regression03","test_plotbandpass: test_createImage_regression03"
"passed","Tue Sep 16 16:27:05 UTC 2025","Tue Sep 16 16:27:06 UTC 2025","191","casatasks","test_task_initweights","initweights_tsys_map","","","testTsysMapLL","Test spwmap wtmode='tsys', interp='linear,linear'"
"passed","Tue Sep 16 15:52:41 UTC 2025","Tue Sep 16 15:52:48 UTC 2025","7056","casatasks","test_task_gaincal","gaincal_test","","","test_minSNR","
            test_minSNR
            -------------
            
            Check that values below the provided SNR threshold are flagged
        "
"passed","Tue Sep 16 15:45:34 UTC 2025","Tue Sep 16 15:45:35 UTC 2025","836","casatasks","test_task_flagdata","test_clip","","","test_clip_timeavg_cmp_mstransform","flagdata: clip with time average and compare with mstransform"
